Datetime,Indoor Temperature,Indoor Humidity,CO2 Levels,Predicted Satisfaction
2012-03-13 11:45:00,19.00496896551724,46.096741379310345,194.4319985,95.54327473862068
2012-03-13 12:00:00,19.50496896551724,46.096741379310345,194.4319985,96.27110707380002
2012-03-13 12:15:00,19.50448275862069,46.01963448275863,194.4319985,96.26362305700007
2012-03-13 12:30:00,19.70068965517241,46.05301034482759,194.4319985,96.43072005320002
2012-03-13 12:45:00,19.885172413793104,46.1788275862069,194.4319985,96.45666056760003
2012-03-13 13:00:00,20.04931034482759,46.22010000000001,194.4319985,96.52079145080002
2012-03-13 13:15:00,20.198620689655172,46.265344827586205,194.4319985,97.04418640130002
2012-03-13 13:30:00,20.336896551724138,46.26206551724138,194.4319985,97.2061250407
2012-03-13 13:45:00,20.479655172413796,46.215213793103445,194.4319985,97.17409502810001
2012-03-13 14:00:00,20.621379310344828,46.238768965517245,194.4319985,97.64034230980002
2012-03-13 14:15:00,20.73206896551724,46.27154137931034,194.4319985,98.05052021510002
2012-03-13 14:30:00,20.851379310344825,46.2566,194.4319985,97.73537668210001
2012-03-13 14:45:00,20.964827586206898,46.21148965517243,194.4319985,98.06156931320001
2012-03-13 15:00:00,21.064137931034487,46.26519999999999,194.4319985,96.78517265239998
2012-03-13 15:15:00,21.149310344827587,46.377341379310344,194.4319985,97.13224960199999
2012-03-13 15:30:00,21.23551724137931,46.414206896551725,194.4319985,97.27719079159999
2012-03-13 15:45:00,21.295862068965516,46.34919310344827,194.4319985,97.39211662830003
2012-03-13 16:00:00,21.795862068965516,46.34919310344827,194.4319985,97.47993779130002
2012-03-13 16:15:00,21.41448275862069,46.295079310344825,194.4319985,97.0620404838
2012-03-13 16:30:00,21.458620689655174,46.27871379310346,194.4319985,97.12779682729999
2012-03-13 16:45:00,21.493103448275864,46.03958965517242,194.4319985,97.8214641569
2012-03-13 17:00:00,21.51275862068966,45.91535517241378,194.4319985,97.82975625059998
2012-03-13 17:15:00,21.535172413793106,45.81232413793104,194.4319985,98.00996395989999
2012-03-13 17:30:00,21.53793103448276,45.77043448275861,194.4319985,97.9212110189
2012-03-13 17:45:00,21.51827586206897,45.909972413793106,194.4319985,97.82975625059998
2012-03-13 18:00:00,21.50344827586207,46.08146896551724,194.4319985,97.8078583651
2012-03-13 18:15:00,21.4948275862069,46.20956551724139,194.4319985,97.146035884
2012-03-13 18:30:00,21.482413793103447,46.46505172413793,194.4319985,96.36977843790001
2012-03-13 18:45:00,21.438965517241378,46.76808620689654,194.4319985,96.3035211684
2012-03-13 19:00:00,21.401724137931033,47.05149310344828,194.4319985,96.25786984870001
